PARENTNO,PARENT_VER,PROD_STATUS,PROD_CDATE,PROD_MODDATE,GISONG,BRAND,EL_ASPD,EL_ACAPA,ASPSCD,PARTNO,PARTNAME,PART_VERSION,SPEC,GLCODE,PART_QTY,CMT,UCHECK
V960221,1,RLS,2023-01-30,2023-01-30,,,,,,37110055G2600,HATCH SILL,1,"HL1, HL1F,1SCO,기준층, 지하층,용접구조",37110055G26,4,"다지트 방화인정 시험자재-2SET추가 (예비용)
*다지트 방화인정 시험자재* (2SET)
JJ=1100
발주: 마운트지앤디
*검사성적서, 거래명세서 첨부하여 입고할 것*
입고처: 경기도 고양시 일산동구 장진천길 30-1(설문동)
담당자: 정관식(010-8855-3834)",1
V960221,1,RLS,2023-01-30,2023-01-30,,,,,,37110055G3400,HATCH SILL,1,"HL1, HL1F,1SCO,기준층, 지하층,용접구조",37110055G34,4,"다지트 방화인정 시험자재-2SET추가 (예비용)
*다지트 방화인정 시험자재* (2SET)
JJ=1500
발주: 마운트지앤디
*검사성적서, 거래명세서 첨부하여 입고할 것*
입고처: 경기도 고양시 일산동구 장진천길 30-1(설문동)
담당자: 정관식(010-8855-3834)",1
V960221,1,RLS,2023-01-30,2023-01-30,,,,,,37110056G0200,SILL SUPPORT,0,"HL1,1SCO,기준층, 지하층,용접구조",37110056G02,4,"다지트 방화인정 시험자재-2SET추가 (예비용)
*다지트 방화인정 시험자재* (2SET)
JJ=1100
원소재 규격 : KS D 3503 (t6 SS275)
발주: 정왕
*검사성적서, 거래명세서 첨부하여 입고할 것*
입고처: 경기도 고양시 일산동구 장진천길 30-1(설문동)
담당자: 정관식(010-8855-3834)",1
V960221,1,RLS,2023-01-30,2023-01-30,,,,,,37110056G1000,SILL SUPPORT,1,"1SCO,M1/SM2/MH1",37110056G10,4,"다지트 방화인정 시험자재-2SET추가 (예비용)
*다지트 방화인정 시험자재* (2SET)
JJ=1500
원소재 규격 : KS D 3503 (t6 SS275)
발주: 정왕
*검사성적서, 거래명세서 첨부하여 입고할 것*
입고처: 경기도 고양시 일산동구 장진천길 30-1(설문동)
담당자: 정관식(010-8855-3834)",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,18910535G0100,EXTERNAL LADDER,0,"For Emergency, Telescope Type",18910535G01,5,"2024.11.08 -5ea
방화인정 3차 자재

발주: 유한이엘피
담당자: 유봉진M (010-9005-0905)",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,36111438G91AS,JAMB,0,"JP050,1SCO,HL1F, AM_SP_SVR",36111438G91,9,"2024.12.16 - 1SET
* 방화인정 4차 TEST자재
- JJ=1500, HH=2400
- MATERIAL : AM_SP_SVR (t1.15 SECC + 0.167 FILM)
- CENTER OPEN용
발주처: 현대그린테크
입고지: 현대엘리베이터 충주본사 2공장
--------------------------------------------------
2024.06.04 - 8 SET (아래 발주처 주의할것)
*방화인정 3차 신청용 시험자재*
JJ=1500,HH=2400
- MATERIAL : AM_SP_SVR (t1.15 SECC + 0.167 FILM)
- 의장재 원소재 규격 : KS D 3528
- 보강 원소재 규격
  1) 의장재 : KS D 3528 (EGI)
  2) MTG. BRKT. : KS D 3528 (EGI)
  3) UPPER SUPPORT : KS D 3501 (t3.2 SPHC)
  4) SIDE REINFORCE : KS D 3528 (t1.6 SECC)

!!발주 주의!!
발주: 이앤엠 (2 SET)
발주: 현대그린테크 (2 SET)
발주: 용담엔지니어링 (2 SET)
발주: 아주엠씨엠 (2 SET)
총 발주: 8 SET 

입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정
",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,36111438G91CA,JAMB,0,"SPCC,HL1F,1SCO,JP050",36111438G91,4,"2024.06.04 - 4 SET (아래 발주처 주의할것)
*방화인정 3차 신청용 시험자재*
JJ=1500,HH=2400
- MATERIAL : t1.2 SPCC
- 의장재 원소재 규격 : ASTM A1008 CSA
- 보강 원소재 규격
  1) 의장재 : ASTM A1008 CSA (t1.2 SPCC)
  2) MTG. BRKT. : KS D 3528 (EGI)
  3) UPPER SUPPORT : KS D 3501 (t3.2 SPHC)
  4) SIDE REINFORCE : KS D 3528 (t1.6 SECC)

입고처: 충주 현대엘리베이터본사 2공장

!!발주 주의!!
발주: 이앤엠 (2 SET)
발주: 용담엔지니어링 (2 SET)
총 발주: 4 SET 

입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정
",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,36111438G91SB,JAMB,0,"SUSHL_439(t1.2),JP050,1SCO,HL1F",36111438G91,8,"2024.06.04 - 8 SET (아래 발주처 주의할것)
*방화인정 3차 신청용 시험자재*
JJ=1500,HH=2400
- MATERIAL : t1.2 STSHL 439
- 의장재 원소재 규격 : KS D 3698
- 보강 원소재 규격
  1) 의장재 : KS D 3698 (STS439 )
  2) MTG. BRKT. : KS D 3528 (EGI)
  3) UPPER SUPPORT : KS D 3501 (t3.2 SPHC)
  4) SIDE REINFORCE : KS D 3528 (t1.6 SECC)

입고처: 충주 현대엘리베이터본사 2공장

!!발주 주의!!
발주: 이앤엠 (4 SET)
발주: 현대그린테크 (4 SET)
총 발주: 4 SET 

입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정
",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,36111453G91CA,JAMB,0,"JP050,2SR,W1F,SPCC(t1.2)",36111453G91,4,"2024.06.04 - 4 SET (아래 발주처 주의할것)
*방화인정 3차 신청용 시험자재*
JJ=1800,HH=2400
- MATERIAL : t1.2 SPCC
- 의장재 원소재 규격 :ASTM A1008 CSA 
- 보강 원소재 규격
  1) 의장재 : ASTM A1008 CSA (t1.2 SPCC)
  2) MTG. BRKT. : KS D 3501 (t3.2 SPHC)
  3) MTG. BRKT. : KS D 3528 (t2.3 SECC) 
  4) UPPER SUPPORT : KS D 3528 (t2.3 SECC)-FAST
  5) REINFORCE : KS D 3528 (t1.6 SECC)
  6) HATCH SILL BRKT : KS D 3528 (t2.3 SECC)
  7) UPPER SUPPORT : KS D 3528 (t2.3 SECC)-SLOW
방화인정심사용
!!발주 주의!!
발주: 이앤엠 (2 SET)
발주: 현대그린테크 (2 SET)
총 발주: 4 SET 
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,36111453G91SB,JAMB,0,"SUSHL_439(,t1.2),JP050,W1F,2SR",36111453G91,4,"2024.06.04 - 4 SET (아래 발주처 주의할것)
*방화인정 3차 신청용 시험자재*
JJ=1800,HH=2400
- MATERIAL : t1.2 STSHL 439
- 의장재 원소재 규격 : KS D 3698
- 보강 원소재 규격
  1) 의장재 : KS D 3698 (STS439 )
  2) MTG. BRKT. : KS D 3501 (t3.2 SPHC)
  3) MTG. BRKT. : KS D 3528 (t2.3 SECC) 
  4) UPPER SUPPORT : KS D 3528 (t2.3 SECC)-FAST
  5) REINFORCE : KS D 3528 (t1.6 SECC)
  6) HATCH SILL BRKT : KS D 3528 (t2.3 SECC)
  7) UPPER SUPPORT : KS D 3528 (t2.3 SECC)-SLOW
방화인정심사용
!!발주 주의!!
발주: 이앤엠 (2 SET)
발주: 현대그린테크 (2 SET)
총 발주: 4 SET 
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,37110055G3400,HATCH SILL,1,"HL1, HL1F,1SCO,기준층, 지하층,용접구조",37110055G34,21,"2024.12.16 - 1SET
* 방화인정 4차 TEST자재
- JJ=1500, HH=2400
입고지: 현대엘리베이터 충주본사 2공장
--------------------------------------------------------
2024.06.04 - 20 SET 
*방화인정 3차 신청용 시험자재*
JJ=1500
-CEENTER OPEN용

방화인정심사용
발주: 마운트지앤디
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,37110056G1000,SILL SUPPORT,2,"1SCO,HL1,WIDE JAMB",37110056G10,23,"2025.02.05 - 1set
* 방화인정 4차 TEST자재
- JJ=1500, HH=2400
입고지: 현대엘리베이터 충주본사 2공장
담당자: 신정환M
연락처: 010-2002-2568
----------------------------------------------------
2025.02.03 - 1set
* 방화인정 4차 TEST자재
- JJ=1500, HH=2400
입고지: 현대엘리베이터 충주본사 2공장
담당자: 신정환M
연락처: 010-2002-2568
------------------------------------------------------
2024.12.16 - 1SET
* 방화인정 4차 TEST자재
- JJ=1500, HH=2400
입고지: 현대엘리베이터 충주본사 2공장
--------------------------------------------------------
2024.06.04 - 20 SET 
*방화인정 3차 신청용 시험자재*
JJ=1500
-CEENTER OPEN용

원소재 규격 : KS D 3503 (t6 SS275)

방화인정심사용
발주: 정왕
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,37110088G0900,SILL SUPPORT,0,"2SR/2SL/2SCO,M1",37110088G09,8,"2024.06.04 - 20 SET 
*방화인정 3차 신청용 시험자재*
JJ=1800
-SIDE OPEN용
-2SR

원소재 규격 : KS D 3503 (t6 SS275)

방화인정심사용
발주: 정왕
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,37110094G1400,HATCH SILL,0,"W1,2SR,AL",37110094G14,8,"2024.06.04 - 8 SET 
*방화인정 3차 신청용 시험자재*
JJ=1800
-SIDE OPEN용
-2SR

방화인정심사용
발주: 마운트지앤디
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,37510345G91AS,HATCH DOOR ASSY,9,"AM_SP_SVR(t1.2),1SCO,HL1F,4S/B",37510345G91,16,"2024.12.16 - 1SET
* 방화인정 4차 TEST자재
- JJ=1500, HH=2400
- MATERIAL : AM_SP_SVR (t1.2 SECC + 0.167 FILM)
(((주의)))) EGI 원소재 t1.2로 가공할 것
입고지: 현대엘리베이터 충주본사 2공장

2024.06.04-15 SET
*방화인정 3차 공장심사 자재
- JJ=1500, HH=2400
- MATERIAL : AM_SP_SVR (t1.15 SECC + 0.167 FILM)
- 의장재 원소재 규격 : KS D 3528
- 보강 원소재 규격
1) VERTICAL REINFORCE : KS D 3528 (EGI)
2) UPPER COVER : KS D 3528 (EGI)
3) SIDE COVER : KS D 3528 (EGI)
4) BOTTOM REINFORCE : KS D 3528 (EGI)
방화인정심사용(12ST) /예비용(3ST)
원소재입고 후 대기 (패킹상태 유지)
입고지: 현대엘리베이터 충주본사 2공장
생산 조립심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,37510345G91CA,HATCH DOOR ASSY,0,"SPCC(t1.2),1SCO,HL1F,4S/B",37510345G91,5,"2024.06.04-5 SET
*방화인정 3차 공장심사 자재
- JJ=1500, HH=2400
- MATERIAL : SPCC t1.2
- 의장재 원소재 규격 : ASTM A1008 CSA
- 보강 원소재 규격
1) VERTICAL REINFORCE : KS D 3528 (EGI)
2) UPPER COVER : KS D 3528 (EGI)
3) SIDE COVER : KS D 3528 (EGI)
4) BOTTOM REINFORCE : KS D 3528 (EGI)
방화인정심사용(4ST) /예비용(1ST)
원소재입고 후 대기 (패킹상태 유지)
입고지: 현대엘리베이터 충주본사 2공장
생산 조립심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,37510345G91SB,HATCH DOOR ASSY,21,"SUSHL_439(t1.2),1SCO,HL1F,4S/B",37510345G91,5,"2024.06.04-5 SET
*방화인정 3차 공장심사 자재
- JJ=1500, HH=2400
- MATERIAL : SUS439HL t1.2
- 의장재 원소재 규격 : KS D 3698
- 보강 원소재 규격
1) VERTICAL REINFORCE : KS D 3528 (EGI)
2) UPPER COVER : KS D 3528 (EGI)
3) SIDE COVER : KS D 3528 (EGI)
4) BOTTOM REINFORCE : KS D 3528 (EGI)
방화인정심사용(4ST) /예비용(1ST)
원소재입고 후 대기 (패킹상태 유지)
입고지: 현대엘리베이터 충주본사 2공장
생산 조립심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,37510524A91CA,HATCH DOOR ASSY,0,"SPCC(t1.2),2SR,W1F,2S/B",37510524G91,5,"2024.06.04- 5ST 추가
*방화인정 3차 신청용 시험자재*
JJ=1800,HH=2400
- MATERIAL : t1.2 SPCC
- 의장재 원소재 규격 : ASTM A1008 CSA
- 보강 원소재 규격
 1) UPPER REINFORCE : KS D 3501 (t3.2 SPHC)
 2) BOTTOM REINFORCE : KS D 3501 (t3.2 SPHC)
 3) SHOE PLATE : KS D 3503 (t9.0 SS275)
 4) VERTICAL REINFORCE : KS D 3528 (EGI)
 5) SIDE COVER : KS D 3528 (EGI)
 6) BOTTOM COVER : KS D 3528 (EGI)
 7) UPPER COVER : KS D 3528 (EGI)
방화인정심사용(4ST) /예비용(1ST)
원소재입고 후 대기 (패킹상태 유지)
입고지: 현대엘리베이터 충주본사 2공장
생산 조립심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,37510524A91SB,HATCH DOOR ASSY,5,"SUSHL_439(t1.2),W1F,2SR",37510524G91,5,"2024.06.04- 5ST 추가
*방화인정 3차 신청용 시험자재*
JJ=1800,HH=2400
- MATERIAL : SUS439HL t1.2
- 의장재 원소재 규격 : KS D 3698
- 보강 원소재 규격
 1) UPPER REINFORCE : KS D 3501 (t3.2 SPHC)
 2) BOTTOM REINFORCE : KS D 3501 (t3.2 SPHC)
 3) SHOE PLATE : KS D 3503 (t9.0 SS275)
 4) VERTICAL REINFORCE : KS D 3528 (EGI)
 5) SIDE COVER : KS D 3528 (EGI)
 6) BOTTOM COVER : KS D 3528 (EGI)
 7) UPPER COVER : KS D 3528 (EGI)
방화인정심사용(4ST) /예비용(1ST)
원소재입고 후 대기 (패킹상태 유지)
입고지: 현대엘리베이터 충주본사 2공장
생산 조립심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,37510709G29CA,FACE PLATE (HATCH),0,"SPCC, HL1/HL1F, HL2/HL2F",37510709G29,20,"2024.10.21-20SH
방화인정 3차 공장심사 자재 SPCC
t1.2 x 1219 x2700 -20장
- MATERIAL : SPCC t1.2
- 의장재 원소재 규격 : ASTM A1008 CSA
입고지: 현대엘리베이터 충주공장
담당자: 유봉진M (010-9005-0905)",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,LAB109645,HATCH DOOR OPER,0,"1SCO,HL1F,BS",16100466G28,21,"2024.12.16 - 1SET
* 방화인정 4차 TEST자재
- JJ=1500, HH=2400
- CENTER OPEN용
입고지: 현대엘리베이터 충주본사 2공장
--------------------------------------------------------
2024.06.04 - 20 SET 
*방화인정 3차 신청용 시험자재*
- JJ=1500 x 2400 
- CENTER OPEN용
방화인정심사용
- 행거케이스 규격 : KS D 3506 (t2.0 SGCC)
!!발주 주의!!
- 발주: 마운트지앤디 (20 SET)
- 총 발주: 20SET 
- 입고처: 충주 현대엘리베이터본사 2공장
- 입고 후 대기 (패킹상태 유지)
- 공장심사 예정
",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,LAB109646,HATCH DOOR OPER,0,"2SR,W1F",16100473G91,8,"2024.06.04 - 8 SET 
*방화인정 3차 신청용 시험자재*
- JJ=1800 x 2400 
- SIDE OPEN용 (2SR)
- 2SR 용으로 주의할 것
방화인정심사용
- 행거케이스 규격 : KS D 3506 (t2.0 SGCC)
!!발주 주의!!
- 발주: 마운트지앤디 (8 SET)
- 총 발주: 8SET 
- 입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960320,9,RLS,2025-02-05,2025-02-05,,,,,,LAB109777,FACE PLATE (HATCH),0,SPCC,.,10,"*방화인정 3차 공장심사 자재 (원소재 사이즈 주의)
- JJ=1500, HH=2400
- MATERIAL : SPCC t1.2
- 의장재 원소재 규격 : ASTM A1008 CSA
*주의* 
원소재 사이즈 : t1.2 x 1000 x 2565",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,16100466G160A,HATCH DOOR OPER,0,"HL1,1SCOF(방화도어),EN81, INTERLOCK (사급)",16100466G16,4,"2025.04.11 - 4 SET 
*방화인정 4차 공장심사 자재*
- JJ=1100 x 2100 
- CENTER OPEN용
방화인정심사용
- 행거케이스 규격 : KS D 3506 (t2.0 SGCC)
!!발주 주의!!
- 발주: 마운트지앤디 (4 SET)
- 총 발주: 4SET 
- 입고처: 충주 현대엘리베이터본사 2공장
- 입고 후 대기 (패킹상태 유지)
- 공장심사 예정",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,36111438G91AS,JAMB,0,"JP050,1SCO,HL1F, AM_SP_SVR",36111438G91,14,"2025.08.07 - 4SET (누적 14SET)
*방화인정 예비시험 자재*
JJ=1500,HH=2400
- MATERIAL : AM_SP_SVR (t1.2 SECC + 0.167 FILM)
- 의장재 원소재 규격 : KS D 3528
- 보강 원소재 규격
  1) 의장재 : KS D 3528 (EGI)
  2) MTG. BRKT. : KS D 3528 (EGI)
  3) UPPER SUPPORT : KS D 3501 (t3.2 SPHC)
  4) SIDE REINFORCE : KS D 3528 (t1.6 SECC)
- 제작업체 : 현대그린테크
- 입고처 : 충주 현대엘리베이터본사 2공장

2025.04.11 - 10 SET (아래 발주처 주의할것)
*방화인정 4차 신청용 시험자재*
JJ=1500,HH=2400
- MATERIAL : AM_SP_SVR (t1.2 SECC + 0.167 FILM)
- 의장재 원소재 규격 : KS D 3528
- 보강 원소재 규격
  1) 의장재 : KS D 3528 (EGI)
  2) MTG. BRKT. : KS D 3528 (EGI)
  3) UPPER SUPPORT : KS D 3501 (t3.2 SPHC)
  4) SIDE REINFORCE : KS D 3528 (t1.6 SECC)

!!발주 주의!!
발주: 이앤엠 (2 SET)
발주: 현대그린테크 (2 SET)
발주: 용담엔지니어링 (2 SET)
발주: 아주스틸 (2 SET)
발주: 태성이엔지 (2 SET)
총 발주: 10 SET 

입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,36111438G91CA,JAMB,0,"SPCC,HL1F,1SCO,JP050",36111438G91,2,"2025.04.11 - 2 SET (아래 발주처 주의할것)
*방화인정 4차 신청용 시험자재*
JJ=1500,HH=2400
- MATERIAL : t1.2 SPCC
- 의장재 원소재 규격 : ASTM A1008 CSA
- 보강 원소재 규격
  1) 의장재 : ASTM A1008 CSA (t1.2 SPCC)
  2) MTG. BRKT. : KS D 3528 (EGI)
  3) UPPER SUPPORT : KS D 3501 (t3.2 SPHC)
  4) SIDE REINFORCE : KS D 3528 (t1.6 SECC)

입고처: 충주 현대엘리베이터본사 2공장

!!발주 주의!!
발주: 태성이앤지 (2 SET)
총 발주: 2 SET 

입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정
",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,36111438G91SB,JAMB,0,"SUSHL_439(t1.2),JP050,1SCO,HL1F",36111438G91,6,"2025.04.11 - 6 SET (아래 발주처 주의할것)
*방화인정 4차 신청용 시험자재*
JJ=1500,HH=2400
- MATERIAL : t1.2 STSHL 439
- 의장재 원소재 규격 : KS D 3698
- 보강 원소재 규격
  1) 의장재 : KS D 3698 (STS439 )
  2) MTG. BRKT. : KS D 3528 (EGI)
  3) UPPER SUPPORT : KS D 3501 (t3.2 SPHC)
  4) SIDE REINFORCE : KS D 3528 (t1.6 SECC)

입고처: 충주 현대엘리베이터본사 2공장

!!발주 주의!!
발주: 이앤엠 (2 SET)
발주: 태성이앤지 (4 SET)
총 발주: 6 SET 

입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,36111453G91CA,JAMB,0,"JP050,2SR,W1F,SPCC(t1.2)",36111453G91,2,"2025.04.11 - 2 SET (아래 발주처 주의할것)
*방화인정 4차 신청용 시험자재*
JJ=1800,HH=2400
- MATERIAL : t1.2 SPCC
- 의장재 원소재 규격 :ASTM A1008 CSA 
- 보강 원소재 규격
  1) 의장재 : ASTM A1008 CSA (t1.2 SPCC)
  2) MTG. BRKT. : KS D 3501 (t3.2 SPHC)
  3) MTG. BRKT. : KS D 3528 (t2.3 SECC) 
  4) UPPER SUPPORT : KS D 3528 (t2.3 SECC)-FAST
  5) REINFORCE : KS D 3528 (t1.6 SECC)
  6) HATCH SILL BRKT : KS D 3528 (t2.3 SECC)
  7) UPPER SUPPORT : KS D 3528 (t2.3 SECC)-SLOW
방화인정심사용
!!발주 주의!!
발주: 태성이앤지 (2 SET)
총 발주: 2 SET 
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,36111453G91SB,JAMB,0,"SUSHL_439(,t1.2),JP050,W1F,2SR",36111453G91,2,"2025.04.11 - 2 SET (아래 발주처 주의할것)
*방화인정 4차 신청용 시험자재*
JJ=1800,HH=2400
- MATERIAL : t1.2 STSHL 439
- 의장재 원소재 규격 : KS D 3698
- 보강 원소재 규격
  1) 의장재 : KS D 3698 (STS439 )
  2) MTG. BRKT. : KS D 3501 (t3.2 SPHC)
  3) MTG. BRKT. : KS D 3528 (t2.3 SECC) 
  4) UPPER SUPPORT : KS D 3528 (t2.3 SECC)-FAST
  5) REINFORCE : KS D 3528 (t1.6 SECC)
  6) HATCH SILL BRKT : KS D 3528 (t2.3 SECC)
  7) UPPER SUPPORT : KS D 3528 (t2.3 SECC)-SLOW
방화인정심사용
!!발주 주의!!
발주: 태성이앤지 (2 SET)
총 발주: 4 SET 
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,36111642G05SA,JAMB,0,"SUSHL_304(t1.5),JP050,1SCO,HL1F",36111642G05,4,"2025.04.11 - 4 SET (아래 발주처 주의할것)
*방화인정 4차 신청용 시험자재*
JJ=1100,HH=2100
- MATERIAL : t1.5 STSHL 304
- 의장재 원소재 규격 : KS D 3698
- 보강 원소재 규격
  1) 의장재 : KS D 3698 (STS304 )
  2) MTG. BRKT. : KS D 3528 (EGI)
  3) UPPER SUPPORT : KS D 3501 (t3.2 SPHC)
  4) SIDE REINFORCE : KS D 3528 (t1.6 SECC)

입고처: 충주 현대엘리베이터본사 2공장

!!발주 주의!!
발주: 현대그린테크 (2 SET)
발주: 이앤엠 (2 SET)
총 발주: 4 SET 

입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,37110055G3400,HATCH SILL,1,"HL1, HL1F,1SCO,기준층, 지하층,용접구조",37110055G34,18,"2025.04.11 - 18 SET 
*방화인정 4차 신청용 시험자재*
JJ=1500
-CEENTER OPEN용

방화인정심사용
발주: 마운트지앤디
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,37110055G4300,HATCH SILL,0,"1SCO,HL1",37110055G43,4,"2025.04.11 - 4 SET 
*방화인정 4차 신청용 시험자재*
JJ=1100
-CEENTER OPEN용

방화인정심사용
발주: 마운트지앤디
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,37110055G5100,HATCH SILL,0,"1SCO,HL1",37110055G51,4,"2025.08.19 - 4 SET
*방화인정 예비시험 자재*
JJ=1500
-CEENTER OPEN용
제작업체 : 마운트지앤디
입고처: 충주 현대엘리베이터본사 2공장",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,37110056G0200,SILL SUPPORT,1,"1SCO,HL1,WIDE JAMB",37110056G02,4,"2025.04.11 - 4 SET 
*방화인정 4차 신청용 시험자재*
JJ=1100
-CEENTER OPEN용

원소재 규격 : KS D 3503 (t6 SS275)

방화인정심사용
발주: 정왕
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,37110056G1000,SILL SUPPORT,2,"1SCO,HL1,WIDE JAMB",37110056G10,24,"2025.08.19 - 2 SET (누적 24 SET)
방화인정 예비시험 자재 비용처리 건
업체 : 정왕

2025.08.13 - 4 SET (누적 22 SET)
*방화인정 예비시험 자재*
JJ=1500
-CEENTER OPEN용
원소재 규격 : KS D 3503 (t6 SS275)
발주: 정왕
입고처: 충주 현대엘리베이터본사 2공장

2025.04.11 - 18 SET 
*방화인정 4차 신청용 시험자재*
JJ=1500
-CEENTER OPEN용

원소재 규격 : KS D 3503 (t6 SS275)

방화인정심사용
발주: 정왕
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
V960581,4,RLS,2025-08-26,2025-08-26,,,,,,37110088G0900,SILL SUPPORT,0,"2SR/2SL/2SCO,M1",37110088G09,4,"2025.04.11 - 4 SET 
*방화인정 4차 신청용 시험자재*
JJ=1800
-SIDE OPEN용
-2SR

원소재 규격 : KS D 3503 (t6 SS275)

방화인정심사용
발주: 정왕
입고처: 충주 현대엘리베이터본사 2공장
입고 후 대기 (패킹상태 유지)
공장심사 예정",1
